Sample,Simulation,Landmark,Type,Success,Error,Misalign,Dice,X,Y,Z
1,17,4,BSpline,TRUE,1.47499,3.54079787738,0.82451,2.7729259,-1.03204,-1.945
1,17,4,Rigid,TRUE,1.25416,3.54079787738,0.82451,2.7729259,-1.03204,-1.945
1,18,1,Affine,TRUE,2.04956,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,1,BSpline,TRUE,0.535976,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,1,Rigid,TRUE,0.4958,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,2,Affine,TRUE,1.88797,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,2,BSpline,TRUE,1.01093,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,2,Rigid,TRUE,0.853755,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,3,Affine,TRUE,4.82648,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,3,BSpline,TRUE,1.89874,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,3,Rigid,TRUE,0.622464,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,4,Affine,TRUE,1.16807,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,4,BSpline,TRUE,1.52445,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,18,4,Rigid,TRUE,1.24645,2.52397283461,0.822831,1.4212359,-1.26958,-1.6549
1,19,1,Affine,TRUE,1.53121,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,1,BSpline,TRUE,0.569363,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,1,Rigid,TRUE,0.468082,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,2,Affine,TRUE,1.82356,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,2,BSpline,TRUE,1.04208,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,2,Rigid,TRUE,0.870947,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,3,Affine,TRUE,3.82282,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,3,BSpline,TRUE,1.88796,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,3,Rigid,TRUE,0.710198,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,4,Affine,TRUE,1.25724,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,4,BSpline,TRUE,1.49052,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,19,4,Rigid,TRUE,1.22656,4.12571722796,0.833157,-2.9155841,-2.84853,0.6378
1,20,1,Affine,TRUE,1.81787,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,1,BSpline,TRUE,0.554467,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,1,Rigid,TRUE,0.551061,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,2,Affine,TRUE,1.76238,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,2,BSpline,TRUE,1.06207,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,2,Rigid,TRUE,0.910706,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,3,Affine,TRUE,4.64088,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,3,BSpline,TRUE,1.86532,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,3,Rigid,TRUE,0.797917,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,4,Affine,TRUE,1.23424,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,4,BSpline,TRUE,1.48255,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,20,4,Rigid,TRUE,1.24262,5.540105916,0.826745,-1.3373141,2.05072,-4.9698
1,21,1,Affine,TRUE,1.61235,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,1,BSpline,TRUE,0.575435,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,1,Rigid,TRUE,0.549842,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,2,Affine,TRUE,1.74099,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,2,BSpline,TRUE,1.17905,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,2,Rigid,TRUE,1.08309,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,3,Affine,TRUE,4.61346,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,3,BSpline,TRUE,1.81444,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,3,Rigid,TRUE,0.490616,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,4,Affine,TRUE,1.33696,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,4,BSpline,TRUE,1.42556,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,21,4,Rigid,TRUE,1.18619,1.38274947191,0.830594,-0.1107481,-0.78848,1.1305
1,22,1,Affine,TRUE,1.67718,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,1,BSpline,TRUE,0.572227,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,1,Rigid,TRUE,0.520495,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,2,Affine,TRUE,1.89386,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,2,BSpline,TRUE,1.08715,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,2,Rigid,TRUE,1.20803,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,3,Affine,TRUE,4.05862,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,3,BSpline,TRUE,1.86987,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,3,Rigid,TRUE,0.797409,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,4,Affine,TRUE,1.11018,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,4,BSpline,TRUE,1.45531,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,22,4,Rigid,TRUE,1.29769,6.91835450437,0.830191,-6.8398641,-0.13246,-1.0307
1,23,1,Affine,TRUE,1.89695,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,1,BSpline,TRUE,0.598241,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,1,Rigid,TRUE,0.457066,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,2,Affine,TRUE,2.05416,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,2,BSpline,TRUE,1.10116,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,2,Rigid,TRUE,0.893646,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,3,Affine,TRUE,3.09408,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,3,BSpline,TRUE,1.86914,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,3,Rigid,TRUE,0.80781,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,4,Affine,TRUE,1.68117,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
1,23,4,BSpline,TRUE,1.44552,3.75478620583,0.823663,-0.5708141,-3.254766,1.783
