CaseID, Init.Err, Res.Err
8,6.2349,0.0360786
4,11.3406,0.0411748
10,5.20805,0.0822828
3,12.8257,8.88378
6,9.83526,0.16324
10,13.8214,18.9085
3,8.01604,0.0282122
8,9.65404,0.138859
9,11.5266,0.0614632
5,7.03728,0.113518
2,13,4.86046
1,7.21058,0.0531765
1,12.6185,8.78211
1,12.2179,0.0305913
8,7.64278,0.049706
7,7.25943,0.0828697
6,9.83526,0.0466525
8,11.263,0.281077
8,7.64278,0.0940151
3,11.0221,6.7984
9,13.5488,1.47833
4,11.7456,0.924448
3,7.81564,0.0427632
8,7.44165,0.0822206
3,5.21043,0.0267402
10,13.0201,18.5931
5,9.65112,0.0436819
5,12.466,0.0768754
5,6.63515,0.0537159
4,9.72051,0.0556039
1,5.40794,0.215001
9,12.5377,1.23048
1,6.80999,0.0497696
9,7.6844,0.0653206
8,8.04503,0.0673681
6,13.6489,8.21264
4,7.69541,0.0835756
1,8.41234,0.0506975
3,9.41885,1.23259
5,9.45006,0.216581
6,5.41943,0.0399968
1,13.62,8.18712
7,6.65448,0.0231083
5,6.43408,-1
2,5.20002,0.130044
1,11.617,0.526105
9,8.89772,0.0825726
8,12.8721,0.198212
4,10.5306,0.127015
6,14.0504,4.30312
7,5.84787,0.0530268
8,11.6653,0.166744
10,11.2173,0.082976
9,7.6844,0.0653724
10,9.01393,0.031703
3,8.61725,0.0790913
1,8.61264,0.0906825
1,6.6097,0.00714359
7,11.0908,0.100656
5,13.2703,13.9
2,5.40002,0.0496832
2,7.60003,0.0599565
4,12.9607,0.130723
2,13,9.19729
3,11.4229,0.98831
5,12.265,5.66081
10,10.6164,0.130435
10,13.6211,0.156366
1,10.0147,0.0854991
2,6.40002,-1
1,13.62,10.1057
1,11.0162,0.0920264
7,5.44457,0.0632472
9,6.47107,0.0864617
9,8.49328,0.0246677
2,9.20003,0.113479
7,5.64622,0.0771131
5,11.6618,1.04435
2,9.20003,0.0944246
6,8.43022,0.0414459
2,7.40003,0.025635
10,10.2158,0.130157
1,8.21205,0.0868756
8,12.0675,0.0871826
7,5.84787,0.0541461
3,9.41885,0.0282019
6,6.82446,0.134827
9,5.86441,0.0493334
1,8.01176,0.146017
8,8.84953,0.0337916
2,13.4,17.0218
4,11.7456,11.8096
8,6.83828,0.0283222
7,8.87263,0.0171622
4,12.9607,8.40182
5,13.2703,0.356098
5,7.03728,0.0881485
5,6.63515,0.0454398
7,13.5106,10.5561
5,10.4554,0.0680142
3,10.0201,5.07738
6,5.62015,0.0985587
2,11.6,11.6036
4,8.10043,0.0510925
10,10.0155,-1
4,5.46779,0.0938798
7,11.2924,0.0262082
6,9.63454,0.287881
4,6.68285,0.0127077
8,7.0394,0.0381541
6,8.63094,0.202805
3,12.2245,6.41593
6,5.82087,0.0421229
7,14.1156,0.31564
3,7.61524,0.0452298
3,10.4209,7.62518
6,5.62015,0.0523643
9,10.5155,0.080957
9,8.89772,0.0664589
8,9.85516,0.0815361
5,5.83089,0.0749832
8,8.44728,0.0384115
6,11.6417,3.57822
3,10.6213,0.433895
8,9.05066,0.0628596
10,10.0155,0.0728886
8,5.22927,0.0872499
8,7.24053,0.0273325
9,9.90883,0.0823048
10,6.81053,0.121276
6,14.0504,14.4507
9,9.09995,0.0303756
5,6.03195,0.100799
2,5.80002,0.0785519
6,13.0468,9.84657
10,9.61486,0.026237
8,5.4304,0.0589557
9,7.48218,0.0480781
2,9.20003,0.106023
7,8.26768,0.080335
9,11.3244,0.0302774
9,7.88662,0.0442922
7,9.88089,0.032884
7,7.66273,0.0508447
10,11.2173,0.113581
8,12.4698,15.545
5,9.65112,0.209104
6,10.8389,0.110144
9,14.1555,0.465698
3,7.01404,0.0577477
5,13.4714,11.5321
2,12.4,17.1935
4,8.91047,0.0276307
3,8.21644,0.0206145
7,10.0825,0.0297539
2,5.60002,0.132185
4,6.27783,0.118036
10,11.4176,0.0353124
1,11.2165,0.111241
3,13.4269,18.4423
5,10.2543,0.0447685
10,11.8183,0.0422243
4,9.72051,0.0396541
4,13.9732,3.50181
1,5.60823,0.112281
10,14.0217,1.6921
10,9.21424,0.0234625
4,8.10043,0.0611473
4,7.69541,0.0738655
1,13.2194,0.0747984
9,10.111,0.0662141
3,9.41885,0.0356213
6,9.83526,0.302093
7,6.45282,0.0589547
1,8.01176,0.0381588
6,6.02158,0.0637247
3,7.61524,0.0481315
8,5.22927,0.0599979
10,9.21424,0.0443212
8,8.24616,0.0347037
10,12.0186,0.0441959
7,5.44457,0.0643487
3,12.4249,3.82276
6,8.83166,0.0392647
1,7.21058,0.0423021
6,13.4482,13.6315
6,9.2331,0.153545
2,5.80002,0.0218674
1,11.4168,0.164163
7,11.6957,10.102
9,13.9532,0.576541
10,6.2096,0.174414
4,7.4929,0.0267524
10,9.01393,0.101295
8,9.85516,5.85618
7,9.27594,0.0988828
2,12.2,7.41752
2,12.8,11.3762
2,8.60003,0.183501
8,7.44165,0.0789257
10,6.61022,0.014368
4,12.9607,0.161305
3,11.2225,0.0937499
4,11.9481,10.0645
5,7.64047,0.11424
3,6.41283,0.038751
8,9.65404,0.0609797
7,13.9139,15.3563
7,6.25117,0.0373848
1,13.2194,0.124522
1,7.61117,0.12205
7,12.099,-1
10,7.21115,0.116953
7,11.0908,14.1566
1,7.61117,0.0460284
3,6.41283,0.0459324
6,8.43022,0.033845
5,13.6724,19.5053
9,5.45997,0.063012
7,5.84787,0.0530711
5,9.65112,0.0869294
7,7.66273,0.148391
1,9.41381,0.0312325
5,6.83621,0.083919
3,11.6233,-1
9,14.1555,1.81328
10,13.6211,11.8231
10,6.2096,0.0235951
2,14,17.4595
7,8.26768,0.0196303
1,8.41234,0.0447659
4,5.6703,0.0314267
4,5.6703,0.0824287
5,11.8628,0.103407
4,11.5431,0.0693474
1,8.81293,0.170084
6,8.2295,-1
10,10.2158,0.0607097
3,7.41484,0.0114459
7,11.4941,0.0946283
4,8.10043,0.0416155
8,8.24616,0.0715118
5,12.6671,1.91329
3,13.8277,19.4871
4,13.1632,0.194269
1,9.8144,0.0267118
7,12.3007,13.0665
5,11.2596,0.219037
4,13.3657,2.62867
10,8.61331,0.0188203
10,10.6164,0.0782249
9,10.7177,0.136552
5,9.65112,0.120854
2,6.00002,0.0973632
2,9.00003,0.0977721
1,9.41381,0.0987057
6,13.8496,21.3163
1,5.20764,0.110054
4,7.69541,0.0508339
4,5.26528,0.016372
7,9.47759,0.106738
5,11.6618,0.0910996
2,6.60002,0.107527
7,13.9139,2.1928
7,9.88089,0.0365591
4,6.27783,0.0481189
9,13.1444,0.236039
8,13.0732,18.0105
1,10.4153,0.118364
3,12.0241,6.98553
9,13.1444,6.01305
3,13.4269,10.8978
9,7.07773,0.060386
4,9.518,0.0741746
6,11.2403,0.974169
1,13.2194,0.107253
7,12.3007,19.3754
2,10.4,17.817
4,6.07532,0.0835303
6,8.02878,0.142527
8,6.2349,0.122725
1,6.00882,0.113338
10,6.81053,0.0477728
8,9.05066,0.0880155
10,11.017,0.0179677
10,8.413,0.0674754
7,13.309,18.8868
6,11.8425,9.46625
5,8.0426,0.104325
8,6.43603,-1
3,9.01805,8.47039
9,12.9421,0.159507
8,12.2687,3.10984
7,8.67098,0.1699
3,5.21043,0.0267402
3,8.21644,0.142918
3,12.2245,4.12862
6,13.8496,16.2456
5,10.2543,0.0519587
3,14.0281,13.0731
9,9.09995,0.0225244
1,9.01323,0.117729
10,6.61022,0.0151326
3,13.2265,15.6984
3,13.2265,13.7874
8,10.4585,0.130303
7,5.64622,-1
9,5.25775,0.0236739
1,11.2165,0.145883
8,13.4754,13.7963
3,6.81364,0.0675513
3,9.81965,0.175586
1,13.0191,16.4408
10,14.0217,20.5057
2,12.8,17.0276
8,14.0788,10.3647
2,13.6,2.83642
7,7.66273,0.101633
7,8.26768,0.0505343
6,8.83166,0.0410374
5,6.23302,0.117385
8,10.8608,0.270502
1,6.40941,0.148199
10,5.60867,0.0407448
10,8.21269,0.100439
9,11.7288,0.654931
10,13.2204,23.6994
2,10.6,9.70923
7,10.6875,0.129029
2,7.40003,0.0200409
7,5.44457,0.0698388
2,13.8,20.7943
6,9.03238,-1
7,6.65448,0.0333973
7,9.47759,0.292567
9,10.5155,-1
6,7.02518,0.00977396
4,10.5306,0.125804
4,6.27783,0.0383249
5,7.84154,0.105849
3,6.21243,0.0614229
10,12.0186,10.3232
1,14.0206,9.47917
7,10.4858,0.083836
8,9.05066,0.114339
9,6.87551,0.0736637
4,10.1255,0.105783
6,7.2259,0.0997256
8,7.24053,0.155575
2,10.8,13.1559
8,7.84391,0.0763497
8,12.6709,20.273
7,9.67924,0.176554
8,11.6653,0.0784164
7,7.05778,0.057845
9,12.5377,0.378079
7,9.47759,0.11749
1,11.617,0.0694856
7,6.04952,0.0774442
5,11.2596,0.296801
3,12.8257,5.00373
7,5.24292,0.0193525
4,13.5682,3.88175
2,9.60003,0.0793769
2,7.80003,0.0468523
5,10.2543,0.131973
2,7.40003,0.0468092
4,7.4929,0.0380987
6,11.6417,0.142347
8,13.2743,15.9505
10,13.0201,0.0616378
2,7.60003,0.0423154
1,6.40941,0.130686
3,7.41484,0.0617991
4,6.48034,0.0385946
9,9.09995,0.0498406
4,5.87281,0.101655
10,10.8167,0.0634452
9,6.06663,0.0565572
2,10.6,18.1748
4,8.30294,0.0167503
4,7.69541,0.074473
10,12.0186,2.50691
6,7.42662,0.0406038
9,9.09995,0.0669094
5,11.0586,0.275359
1,5.40794,0.221078
1,5.60823,0.13672
6,5.41943,0.0784097
4,13.3657,0.788564
6,6.82446,0.212828
9,11.3244,0.0661407
5,13.4714,15.8328
7,7.46108,0.140723
4,7.4929,-1
8,11.6653,0.833955
6,8.63094,0.0422653
4,7.08787,0.0265433
9,9.70661,0.0848581
8,8.04503,0.0974672
4,6.27783,0.0339309
6,13.6489,3.63962
6,6.42302,0.0675387
3,14.0281,17.367
1,9.01323,0.133606
6,9.2331,0.0676718
9,9.30217,0.0445415
8,9.25179,0.0490701
2,13,22.4365
2,13.8,0.161661
7,6.04952,0.0400831
9,13.1444,3.32725
8,11.8664,0.150567
10,12.2189,-1
5,9.24899,0.140618
2,10.8,3.02187
4,8.70796,0.0358593
10,12.2189,-1
1,13.2194,0.157926
1,5.60823,0.0238403
9,5.86441,0.0659806
1,5.20764,0.0907807
2,10,0.117829
2,6.20002,0.0622592
2,12.4,24.2694
8,14.0788,20.4913
3,11.6233,7.58289
5,9.85219,0.0533531
9,12.3355,0.0743691
1,11.617,0.0782058
7,5.24292,0.117638
4,9.11298,0.0367219
7,9.88089,0.0134453
6,12.2439,9.22518
4,6.07532,0.0661585
10,7.01084,0.0754998
3,11.4229,0.153119
3,9.41885,9.11596
2,7.40003,0.0369892
6,12.2439,12.046
4,6.88536,0.127615
10,9.21424,0.0101703
3,11.6233,3.03624
2,5.40002,0.0599837
7,5.84787,0.0505002
9,6.87551,0.0771509
10,12.6195,17.0121
10,12.0186,0.0608708
5,12.8682,3.10177
9,13.3466,2.83515
10,13.8214,4.34001
10,13.0201,9.30644
4,13.3657,0.645227
5,8.44473,0.0158479
9,8.29106,0.0481439
10,6.2096,0.0244092
7,12.704,12.4366
2,7.20003,0.0444877
4,10.7331,0.150331
3,13.0261,10.8874
3,10.2205,0.633785
1,9.41381,0.112972
10,13.2204,16.0276
7,6.85613,0.0992997
2,5.20002,0.0627483
6,14.0504,13.3217
5,10.4554,0.22579
5,8.0426,0.149233
6,12.2439,5.63359
1,11.8173,0.168492
8,13.8777,27.1198
6,7.62734,0.0920078
10,9.81517,0.123579
5,13.6724,12.7052
4,8.30294,0.0448328
3,6.61323,0.0560979
7,6.25117,0.0299211
5,7.64047,-1
1,13.4197,0.0866837
6,7.82806,0.128929
10,13.2204,19.8945
7,12.5023,0.107942
1,11.2165,0.0955027
3,8.81765,0.0468351
10,7.41146,0.0536855
4,6.88536,0.0536056
10,8.01238,0.0619662
9,9.09995,0.203563
3,11.4229,0.244745
6,10.8389,0.03895
5,11.2596,0.288882
3,13.8277,16.4563
7,12.5023,4.74269
2,9.00003,0.190554
4,14.1757,11.5413
4,11.1381,0.0436117
4,6.27783,0.0949462
2,13.4,5.40473
7,8.67098,0.0442542
4,9.31549,0.0378294
6,8.2295,0.243356
7,5.44457,0.0421288
5,5.83089,0.0292096
8,9.45291,0.0655143
9,8.49328,0.0891742
3,10.0201,7.5247
6,8.63094,0.100392
3,11.4229,1.61696
5,8.0426,0.129838
2,10,5.76948
10,7.21115,0.162731
5,12.8682,18.8782
10,6.00929,0.110813
7,6.85613,0.157412
6,8.83166,0.0889521
8,9.25179,0.0735003
8,7.24053,0.0822047
1,8.21205,0.0339809
3,13.2265,8.89118
10,8.81362,0.0794207
9,13.3466,2.91479
10,5.40836,0.0645155
1,11.8173,0.0962891
10,7.01084,0.0102163
2,7.00002,0.0266612
7,12.3007,0.302267
9,7.88662,0.0180319
7,9.67924,0.114218
3,5.21043,0.100085
10,10.2158,0.113547
7,7.66273,0.0398143
7,6.65448,0.0405087
4,12.9607,3.83704
4,10.7331,0.0421092
4,9.92302,0.0449692
1,11.4168,0.127174
7,12.099,0.71911
3,12.2245,0.959797
3,10.2205,0.047999
10,6.81053,0.0134834
6,7.2259,0.14072
9,12.1333,0.107862
2,8.00003,0.015417
8,11.0619,0.170733
9,10.5155,0.0437264
7,12.704,0.848663
5,6.03195,0.0568721
3,5.81163,0.0762017
7,6.45282,0.0855826
9,5.45997,0.0411618
9,7.48218,0.0699199
3,7.21444,0.0438106
10,11.618,0.0606279
1,7.21058,0.0521134
7,13.1073,0.394966
10,7.41146,0.0322336
8,10.0563,0.165681
2,6.80002,0.0678334
9,10.5155,0.0615288
9,6.67329,0.0292245
7,13.309,3.60708
6,7.82806,0.079999
2,10,0.0864689
10,6.61022,0.00970487
6,10.6381,0.048959
9,12.9421,0.121901
4,12.3532,0.0591247
8,11.6653,14.31
8,11.8664,9.30099
10,9.61486,0.0183197
9,5.25775,0.113941
1,10.4153,0.210175
9,6.67329,0.0478045
3,13.8277,15.8715
7,13.1073,21.1316
9,9.70661,0.0166917
5,5.22769,0.103601
2,12.8,15.9918
10,8.61331,0.0655007
4,11.3406,0.0407906
3,12.6253,9.22199
6,11.0396,0.150068
6,14.0504,8.71296
10,12.8198,-1
10,13.4207,6.11331
10,13.4207,0.0324264
1,7.61117,0.0490797
1,11.4168,0.0956546
10,5.40836,0.118782
7,11.4941,13.6042
8,8.64841,0.0690737
1,14.0206,0.33875
4,13.1632,0.359818
5,5.42876,0.0593657
1,10.6156,0.100046
8,12.8721,18.9295
4,7.89792,0.0334856
9,9.50439,0.0595685
4,7.89792,0.0480589
2,6.40002,0.0344327
7,13.9139,16.4621
6,9.83526,0.313778
4,9.31549,0.0223575
4,5.6703,0.0181171
9,10.9199,0.068916
5,13.2703,0.461521
6,10.2367,0.0320291
6,6.62374,0.0523559
1,12.4182,0.12514
2,6.00002,0.156723
1,10.0147,0.0735573
10,9.41455,0.0267262
3,10.4209,6.20892
8,5.4304,0.0397058
3,6.21243,0.0307677
5,10.8575,0.0553427
5,12.0639,0.186591
8,9.65404,0.0663372
6,9.83526,0.233935
9,5.66219,0.0291922
8,14.0788,28.639
6,5.62015,0.121945
3,6.41283,0.0283888
6,6.62374,0.0639841
3,6.01203,-1
10,11.2173,11.3909
2,11.8,15.3428
8,5.22927,0.0347401
9,13.5488,1.40746
8,5.63152,0.0271174
8,10.4585,0.0468044
5,5.62982,-1
4,11.3406,0.957803
1,7.41088,-1
6,6.82446,0.0624704
3,8.81765,0.0328672
6,11.8425,6.65286
3,11.6233,-1
6,12.0432,8.59676
6,13.4482,13.7673
1,11.617,0.0768376
5,10.8575,0.19889
1,12.0176,0.0371501
3,10.8217,0.673105
10,13.0201,20.5174
3,9.61925,0.130541
9,11.7288,0.136411
6,10.036,-1
10,11.4176,0.0902636
1,9.41381,0.098681
2,13.2,19.6533
3,6.41283,0.0441826
10,9.01393,0.150819
6,10.2367,0.0440694
4,12.7582,15.2679
5,10.0533,0.0603168
7,11.0908,-1
9,12.3355,0.712617
8,5.63152,0.0294204
2,6.20002,0.190723
2,12,2.91219
9,9.50439,0.0469375
6,5.41943,0.115483
4,9.72051,0.0350161
6,5.41943,0.0531349
10,8.01238,0.109259
6,9.03238,0.052137
2,13.8,8.32089
6,12.4446,21.3227
5,10.6564,0.0500621
5,12.0639,0.140108
1,8.21205,0.0561246
7,13.5106,13.2625
1,8.01176,0.103688
3,7.41484,0.0267365
4,11.7456,0.078423
5,5.62982,0.0777688
5,13.8735,8.5571
3,7.41484,0.0591644
5,11.8628,0.0580931
3,7.41484,0.0584462
3,8.01604,0.0650245
4,13.5682,15.4116
2,11.2,-1
10,6.2096,0.0650055
1,12.8188,0.345185
6,12.846,7.03502
5,13.0692,16.537
4,7.29038,0.124074
5,11.0586,0.0751941
7,8.06603,0.0403069
5,7.03728,0.121462
7,9.27594,0.0543407
10,10.4161,0.0255161
3,9.81965,0.0540312
6,12.846,9.50179
4,7.08787,0.0182784
2,8.60003,0.110795
2,8.60003,0.0305569
6,5.82087,0.141768
3,6.01203,0.0352222
9,13.1444,-1
1,12.2179,0.119242
2,8.20003,0.137876
4,12.5557,0.23722
2,12.8,0.387679
10,13.6211,16.3651
9,11.3244,0.0996811
10,5.20805,0.0672157
2,11.8,12.9341
10,9.61486,0.0205022
8,8.24616,0.0211989
4,13.7707,16.2496
3,6.21243,0.0857693
10,10.2158,14.9239
3,13.6273,9.4554
7,12.9056,0.103653
7,10.8891,7.85629
5,8.44473,0.0750709
7,11.6957,0.177727
6,10.8389,0.123112
8,10.8608,0.133065
10,10.6164,0.0694293
6,12.4446,12.8871
10,10.8167,0.0289467
10,10.0155,-1
8,12.0675,17.0798
7,9.07428,0.12939
9,13.1444,0.428784
7,9.07428,0.0642912
8,12.0675,2.50033
5,13.6724,12.9403
9,6.87551,0.0863836
7,8.67098,0.109614
9,8.08884,0.0544836
10,11.4176,0.0906363
4,7.69541,0.0210057
8,11.8664,18.7647
1,10.8159,0.0470855
10,12.8198,0.209436
5,13.2703,-1
5,12.8682,25.0096
3,6.21243,0.031718
2,9.80003,0.0301598
2,6.60002,0.0459739
4,12.5557,0.105478
6,8.02878,0.0235686
5,5.62982,0.170269
8,7.84391,0.119012
5,10.0533,0.156983
9,6.26885,0.0718774
4,8.70796,0.0389856
9,10.9199,0.223959
3,6.61323,0.099288
6,7.62734,0.149559
8,9.45291,0.0986496
4,13.9732,5.05231
5,9.85219,0.135544
2,7.00002,-1
7,8.87263,0.0896685
7,10.2842,0.0486783
4,7.89792,0.105119
4,7.29038,0.0388708
10,11.4176,-1
6,6.62374,0.0269754
1,13.4197,0.138698
7,12.5023,0.260753
10,9.01393,0.0939308
4,12.9607,0.0481593
3,13.6273,18.987
4,8.91047,0.0369116
8,12.0675,0.261059
8,5.83265,-1
5,11.4607,0.216844
7,8.26768,0.0601677
6,11.0396,2.24022
3,10.2205,7.15933
3,6.81364,0.110811
4,6.68285,0.126537
5,7.23834,0.0933586
1,11.0162,0.0538357
1,12.4182,0.154368
4,10.328,0.0621958
3,5.21043,0.0386604
10,7.21115,0.0533561
4,8.10043,0.0760473
2,13,16.1469
7,7.05778,0.0874119
6,7.82806,0.0359914
10,10.2158,0.0316006
4,10.328,0.0511221
7,10.0825,0.185063
8,5.83265,0.0595304
6,11.6417,-1
1,11.0162,0.087134
5,5.42876,0.134862
8,11.0619,0.0570792
9,13.5488,0.445514
9,7.6844,0.0505427
5,11.8628,0.182888
9,9.50439,0.0677974
3,14.0281,17.4731
4,9.31549,0.037257
4,5.26528,0.0322248
3,10.6213,9.26709
5,6.03195,0.144159
5,5.22769,0.0744778
6,10.036,0.148258
5,12.265,0.108655
3,13.8277,21.1889
4,8.10043,0.0405145
8,5.83265,0.0649688
6,9.63454,0.217544
8,12.2687,0.132072
3,11.8237,6.65476
1,13.0191,0.317489
6,11.441,10.8423
7,6.65448,0.0546295
1,11.8173,0.140976
6,12.846,-1
8,13.8777,0.912398
1,8.01176,0.0452246
3,6.21243,0.130832
7,12.704,12.3605
10,12.6195,0.272144
6,6.62374,0.0374795
9,6.47107,0.0534418
10,13.8214,25.4657
9,8.49328,-1
4,8.50545,0.0175363
4,12.1506,0.0607348
4,10.7331,0.101572
3,9.61925,3.06356
9,13.1444,0.0912612
1,5.40794,0.0165207
1,13.2194,0.126898
1,9.8144,0.0857526
2,5.80002,0.150002
6,11.8425,17.3287
7,6.65448,0.0208368
4,5.46779,0.0803902
7,5.24292,0.0363811
7,6.45282,0.0777121
3,8.81765,0.0793106
3,12.2245,8.0118
7,7.86438,0.079043
5,9.24899,0.156921
8,9.65404,0.0447463
5,11.0586,0.0328463
4,10.9356,21.5874
4,7.29038,0.0531545
3,8.81765,0.0566313
6,6.82446,0.189072
9,5.45997,0.0585223
4,14.1757,13.6869
6,10.036,0.232906
2,10.6,10.6161
5,12.6671,12.1817
3,11.2225,8.88892
6,7.2259,0.14072
6,9.83526,5.47976
5,13.4714,14.2237
2,11.4,5.11339
4,5.46779,0.0716959
10,9.21424,0.0249872
2,13.4,17.7311
10,5.80898,-1
1,6.80999,0.0566741
9,11.1222,0.0571796
3,9.61925,0.0894917
6,7.02518,0.0342356
5,6.23302,0.109066
10,8.61331,0.0584067
4,6.27783,0.0236854
8,9.45291,0.0986496
8,13.4754,14.4813
1,10.4153,0.0841798
7,6.45282,0.0410137
2,9.00003,0.101134
8,13.8777,3.56422
3,11.0221,4.72907
4,5.87281,0.0564405
4,9.72051,0.0231495
1,7.01029,0.116045
4,6.68285,0.138988
8,9.85516,0.101895
10,8.81362,0.0781216
8,10.8608,10.5116
9,8.29106,0.0571822
10,5.60867,0.0750284
10,7.01084,-1
9,7.88662,0.0388713
5,8.0426,0.0347774
9,12.9421,7.07555
1,6.00882,0.0759653
4,5.6703,0.017319
3,6.01203,0.0365238
7,7.25943,0.0562718
2,11,4.05288
4,9.92302,0.0756818
8,12.2687,0.0634628
1,8.21205,0.130437
1,10.4153,0.113911
9,11.1222,0.0401992
3,6.81364,-1
3,7.21444,0.115197
5,6.83621,0.0651697
8,8.84953,0.0416782
4,10.5306,0.0740258
10,8.413,0.103469
3,5.81163,0.0204435
2,6.60002,-1
1,6.40941,0.0707968
4,10.5306,0.0670977
7,5.64622,0.0928829
9,12.7399,0.127734
10,13.0201,21.8653
9,6.26885,0.0601741
8,5.22927,0.0406448
9,5.66219,0.0391064
5,8.84686,0.0956594
1,5.60823,0.0610821
7,10.8891,0.258236
2,9.80003,4.64329
1,13.62,13.0529
9,8.29106,0.115711
2,5.60002,0.037463
7,5.24292,0.0642596
5,11.2596,0.136239
3,10.4209,1.50034
7,10.8891,0.0740525
8,11.4642,9.67711
2,6.20002,0.120733
3,7.41484,0.137419
9,13.9532,0.60955
8,12.6709,0.21044
10,8.81362,0.0305446
6,7.62734,0.149559
5,7.64047,-1
9,6.67329,0.068168
3,12.0241,4.42173
10,9.81517,0.0542937
8,11.4642,14.3236
4,5.87281,0.0544099
9,9.30217,0.0675599
9,5.66219,-1
7,10.4858,9.56911
10,11.017,0.0418969
4,9.11298,0.0559
5,6.43408,0.307975
5,11.0586,1.99631
4,7.69541,0.078516
5,8.24367,0.133316
10,10.6164,0.0506533
3,13.4269,3.73361
10,9.41455,0.121252
5,7.43941,-1
8,6.63715,0.080386
4,8.70796,0.0813569
3,10.0201,0.0676712
5,9.04793,0.269139
9,12.5377,0.665641
9,10.5155,0.0204158
10,13.6211,0.0551816
7,5.44457,0.0674806
9,7.6844,0.0434855
4,9.518,0.0577356
2,12.6,7.12956
1,9.01323,0.0838295
1,11.617,0.0768376
9,11.7288,0.224491
8,13.4754,0.0969853
9,9.70661,0.0714949
10,11.4176,0.136398
2,9.40003,0.149349
4,13.5682,0.0359564
1,12.0176,0.144948
2,13.6,23.1595
8,10.6597,0.148036
8,6.63715,-1
3,6.81364,0.104164
1,10.215,0.0481378
6,13.4482,0.367521
5,7.03728,0.210515
6,11.8425,5.10313
8,6.03377,0.0256737
3,11.0221,1.632
4,8.50545,0.0549071
8,11.263,0.0304313
3,5.81163,0.0731872
10,12.2189,0.0309417
7,10.2842,0.0776649
2,11.8,19.5384
8,5.4304,0.0493726
4,10.9356,0.0240947
6,10.4374,0.969894
9,13.5488,0.951916
10,12.4192,0.264377
2,5.60002,0.0829802
9,12.1333,1.17565
5,10.6564,0.1597
5,6.03195,0.120151
6,9.63454,0.123211
6,13.0468,8.32509
7,14.1156,12.2111
8,10.6597,-1
8,6.63715,0.0605779
1,11.4168,0.0357931
10,6.40991,0.103836
7,10.2842,0.120285
10,7.61176,0.0965585
5,11.4607,24.5266
6,11.8425,9.46625
1,12.6185,11.7616
4,5.6703,0.124984
8,11.263,0.137759
4,12.3532,0.0501948
9,12.9421,5.96493
6,5.82087,0.0240014
1,6.80999,0.136917
7,11.0908,-1
7,8.67098,0.0313502
5,6.83621,-1
4,13.3657,12.1936
10,8.01238,0.0375344
4,13.1632,1.83452
1,5.60823,0.0873276
2,5.40002,0.0621001
7,5.24292,0.0875891
2,13.8,18.2796
10,11.8183,0.0466686
1,10.6156,0.153014
2,8.80003,0.0130525
3,12.8257,4.98538
1,11.0162,0.124687
2,6.20002,0.10929
7,14.1156,15.2291
9,7.88662,0.0348421
9,11.931,5.31238
4,14.1757,-1
6,6.82446,0.162239
4,10.328,0.0773114
1,9.61411,0.0321211
2,5.80002,0.177059
2,9.80003,0.156141
9,12.5377,1.72866
10,7.41146,0.0436108
3,8.01604,0.353802
1,11.2165,0.0311754
6,5.21871,0.0391526
3,10.8217,8.96809
2,14,16.2791
6,9.63454,0.0552919
3,9.01805,3.91054
9,11.5266,1.5733
6,5.21871,0.0501691
1,9.41381,0.0643364
8,11.8664,0.227164
6,11.6417,8.92216
7,6.04952,0.216237
2,5.20002,0.071266
3,10.4209,0.375558
4,7.4929,0.0284178
5,13.0692,9.28265
7,7.46108,0.0368221
2,6.60002,0.0879492
2,12.2,13.4843
5,7.23834,0.0402666
10,10.0155,0.0695622
1,12.8188,0.157029
8,13.6766,21.2643
7,10.0825,0.114273
10,13.6211,25.0454
7,10.4858,0.0740958
6,12.0432,6.57302
7,13.9139,9.30191
9,8.49328,0.0228711
10,7.21115,0.0417401
3,7.41484,0.0152422
6,10.036,0.0587312
8,7.44165,0.0856898
10,6.2096,0.0276095
6,6.42302,0.0693216
8,14.0788,11.3695
4,12.3532,0.0902568
10,11.618,0.071202
5,12.8682,0.0642769
10,11.017,0.0305603
4,12.3532,0.0771095
6,11.8425,5.7917
8,10.8608,-1
5,12.0639,12.0673
7,12.3007,15.227
8,9.25179,0.053809
5,6.83621,0.0939091
4,12.9607,0.0834043
3,8.21644,0.0258998
9,8.29106,0.0229794
9,13.5488,1.89654
5,7.23834,0.0284141
7,11.8974,19.0716
9,13.751,3.90214
10,10.4161,0.0272868
5,13.6724,1.15149
1,8.61264,0.0386168
3,11.8237,4.10221
8,8.64841,0.0537089
9,5.45997,0.113495
10,8.81362,0.0633061
8,12.8721,10.7109
5,11.8628,9.47689
6,7.82806,0.0593747
5,5.22769,0.0602138
4,5.87281,0.0410406
6,12.4446,0.0306744
9,6.06663,0.0586526
1,13.2194,15.8702
3,11.0221,0.275579
5,8.24367,0.173086
10,10.6164,0.0216182
7,7.86438,0.101268
5,8.6458,0.0917165
7,13.5106,0.459393
2,7.20003,0.0745897
2,10.8,17.8288
3,5.61123,0.032693
2,5.80002,0.172332
1,6.00882,0.0485837
5,10.2543,0.0706831
10,12.4192,0.126762
10,11.4176,0.194537
4,12.5557,0.0345799
4,8.50545,0.0525477
8,8.04503,0.0774531
9,13.9532,0.364118
6,7.62734,0.0136594
5,10.4554,0.0802984
4,11.9481,0.0531047
3,12.4249,4.04556
