CaseID, Init.Err, Res.Err
6,8.02878,0.066964
4,7.08787,0.0375808
5,14.0746,16.8874
7,10.0825,0.104457
9,11.1222,0.369838
2,14,10.2892
6,6.02158,0.112372
9,0,3.71E-14
7,3.02476,-1
3,11.0221,2.27518
10,4.00619,0.0456077
3,15.0301,20.1085
1,6.00882,0.133719
4,14.1757,3.39919
8,7.0394,-1
4,14.1757,21.6899
3,6.01203,0.0197765
5,13.0692,16.4422
10,13.0201,23.2874
2,3.00001,0.0644267
6,13.0468,11.9425
4,6.07532,0.0338765
10,2.0031,0.0439456
8,5.02814,0.0789914
2,10,0.0558249
4,2.02511,0.0428676
3,7.01404,0.0441449
6,6.02158,0.0337746
4,3.03766,0.00406794
3,15.0301,14.0748
10,11.017,0.0639953
1,6.00882,0.133347
7,11.0908,-1
4,4.05021,0.0608315
4,15.1883,12.4366
10,6.00929,0.0685573
6,3.01079,0.0453554
3,0,-1
1,10.0147,0.117311
2,11,-1
1,10.0147,0.0503988
7,5.04127,0.0772128
2,10,0.166164
3,3.00602,0.179162
10,0,2.57E-14
4,10.1255,0.104676
2,6.00002,0.0999263
4,3.03766,0.0247336
3,0,4.28E-14
7,10.0825,0.0221667
10,9.01393,0.0892161
9,5.05552,0.0416613
10,4.00619,0.0733214
10,12.0186,9.75648
10,1.00155,0.0258125
3,3.00602,0.0612678
4,13.1632,0.0816493
2,7.00002,-1
10,14.0217,13.327
7,10.0825,0.0287367
5,4.0213,0.0577146
8,5.02814,0.0294891
4,4.05021,0.040599
1,2.00294,0.0443255
3,4.00802,0.0691743
4,8.10043,0.134021
5,2.01065,0.0409099
4,0,-1
9,9.09995,0.0792173
3,11.0221,12.5313
5,3.01598,0.0427511
7,13.1073,8.16936
1,8.01176,0.0848664
7,13.1073,0.154638
5,15.0799,17.202
6,15.054,-1
2,2.00001,0.115173
2,8.00003,-1
9,7.07773,0.0420497
10,12.0186,0.0564605
8,2.01126,0.0654752
8,6.03377,0.121744
10,5.00774,0.0383375
10,13.0201,0.115408
4,0,2.18E-14
8,5.02814,0.0298037
5,7.03728,0.053954
6,1.0036,0.0305176
7,13.1073,14.9865
6,1.0036,0.064759
10,11.017,-1
7,3.02476,0.0138934
1,7.01029,0.0209816
3,10.0201,4.78714
1,11.0162,0.0674564
4,0,5.87E-14
7,1.00825,0.0854354
6,6.02158,0.12833
1,12.0176,0.134679
1,4.00588,0.0377454
1,14.0206,5.54649
1,4.00588,0.0416603
6,8.02878,-1
10,7.01084,0.0616832
8,0,-1
10,15.0232,17.4102
3,5.01003,0.0350163
5,2.01065,0.0898085
4,13.1632,0.0826854
2,7.00002,0.148344
7,12.099,0.08467
1,9.01323,0.039838
3,12.0241,7.10289
2,1,0.0293044
8,7.0394,0.0763825
1,13.0191,0.18126
9,10.111,0.0242967
6,0,4.15E-14
2,14,0.254526
4,1.01255,0.0421844
4,3.03766,-1
1,10.0147,0.0440244
7,2.01651,0.073919
6,11.0396,3.24565
1,15.022,0.0944909
7,8.06603,0.0329544
5,3.01598,0.0553784
8,6.03377,0.0648364
8,12.0675,11.32
6,14.0504,9.64646
2,15.0001,18.0398
8,11.0619,0.0856114
9,9.09995,0.0607567
6,3.01079,0.194824
2,15.0001,21.0312
4,5.06277,0.0984453
7,7.05778,0.0125976
6,1.0036,-1
4,4.05021,0.0284842
10,2.0031,0.0703251
1,2.00294,0.061035
7,14.1156,0.244791
5,6.03195,0.193065
9,11.1222,0.0795438
10,14.0217,19.5762
7,1.00825,-1
1,0,-1
4,1.01255,-1
5,3.01598,0.0869763
1,7.01029,0.104547
10,11.017,0.0145054
7,1.00825,0.0442032
5,7.03728,0.0615408
10,6.00929,0.0560857
2,2.00001,0.0521988
10,6.00929,0.0205073
9,0,-1
8,13.0732,18.5183
6,6.02158,0.0765898
10,9.01393,0.0722818
10,7.01084,0.0334712
8,13.0732,21.516
1,8.01176,0.0639089
10,6.00929,0.108319
8,14.0788,23.8075
3,4.00802,0.0598301
6,11.0396,0.185592
10,6.00929,0.0885915
3,8.01604,0.111926
9,14.1555,0.768802
4,12.1506,14.0368
4,10.1255,0.0249804
8,4.02252,0.0386589
5,0,-1
6,12.0432,0.0896891
3,14.0281,15.6755
3,4.00802,0.0522698
1,9.01323,0.0507075
7,15.1238,16.7257
1,14.0206,0.114431
3,3.00602,0.0395141
6,15.054,14.95
2,7.00002,0.0824649
5,1.00533,0.0470292
3,3.00602,0.0780158
6,5.01799,0.0182801
10,0,3.81E-13
2,13,12.8766
3,11.0221,15.8344
8,2.01126,0.0276664
4,1.01255,0.104201
1,3.00441,0.161472
2,2.00001,0.0843346
1,3.00441,0.0344119
9,7.07773,0.106036
5,12.0639,21.1039
9,12.1333,0.156693
2,12,14.4945
6,7.02518,0.0434536
6,14.0504,10.9174
4,9.11298,0.028873
3,12.0241,2.97034
6,11.0396,9.8058
3,7.01404,0.0275782
6,11.0396,15.477
5,2.01065,0.051545
10,0,2.57E-14
4,1.01255,0.12083
8,15.0844,0.32616
4,6.07532,0.0910556
2,2.00001,0.0566171
10,3.00464,0.120527
8,5.02814,0.0447499
10,8.01238,0.00916347
6,3.01079,0.0566579
5,5.02663,-1
6,5.01799,0.148117
6,0,2.02E-14
10,9.01393,0.0248095
2,8.00003,0.0669457
7,7.05778,0.0449165
4,0,1.28E-13
4,7.08787,0.00947906
1,10.0147,0.0357386
10,11.017,0.0213163
1,14.0206,0.128457
5,10.0533,0.0509303
7,4.03302,0.0440066
2,2.00001,0.0228822
2,1,0.0284235
4,5.06277,0.0343325
1,10.0147,0.100192
5,1.00533,-1
7,12.099,0.0645493
9,6.06663,0.0579324
4,4.05021,0.0691123
8,15.0844,28.2801
3,5.01003,0.0758487
3,4.00802,0.0373229
8,7.0394,0.0201833
3,14.0281,2.84801
6,6.02158,0.272087
1,13.0191,11.2511
5,9.04793,0.202482
3,1.00201,0.0495619
3,13.0261,9.84179
9,6.06663,0.0772676
6,12.0432,3.30582
5,7.03728,0.0532735
1,12.0176,0.0530193
3,8.01604,0.0468957
4,11.1381,0.0760088
2,4.00001,-1
9,5.05552,0.0903213
10,10.0155,0.0287703
5,3.01598,0.0728409
10,5.00774,0.166635
10,4.00619,0.0282709
1,7.01029,0.0281241
4,11.1381,0.0741918
4,12.1506,0.0786417
1,1.00147,0.0274262
2,10,12.2915
9,9.09995,-1
6,5.01799,0.047696
3,13.0261,5.06034
8,11.0619,0.597882
1,14.0206,0.209086
5,8.0426,0.0609235
10,5.00774,0.0579402
5,0,3.02E-14
9,2.02221,0.024984
4,6.07532,0.0481529
6,7.02518,0.0746284
6,11.0396,2.8488
2,5.00002,0.0324381
3,11.0221,11.2916
8,9.05066,0.0470326
2,15.0001,12.1181
3,11.0221,17.6851
7,5.04127,0.114969
8,3.01689,0.116646
9,1.01111,0.0390634
8,9.05066,0.0549409
8,8.04503,0.0246455
8,14.0788,12.095
1,11.0162,0.0718479
8,5.02814,0.0211188
10,13.0201,-1
2,14,2.26852
10,10.0155,0.0827555
10,9.01393,0.0882178
10,3.00464,0.0544549
4,13.1632,15.3624
2,6.00002,-1
5,14.0746,0.286551
9,10.111,0.0921782
5,5.02663,0.0698432
6,15.054,8.36571
5,4.0213,0.0459792
9,12.1333,1.29073
5,14.0746,5.37445
7,12.099,12.2022
5,5.02663,0.0858054
3,13.0261,3.07986
7,9.07428,0.0324512
7,9.07428,0.0204602
10,15.0232,7.46155
2,12,2.23558
10,8.01238,0.0263109
9,10.111,0.118936
4,11.1381,0.0525125
9,12.1333,-1
6,4.01439,0.0783992
9,4.04442,0.0533351
8,1.00563,0.00609907
8,8.04503,0.0874689
7,10.0825,0.0292766
3,3.00602,-1
4,12.1506,0.0721639
2,6.00002,0.0264042
5,0,7.15E-14
7,7.05778,0.0529373
2,7.00002,0.123858
5,2.01065,0.128918
5,7.03728,0.0902619
9,14.1555,-1
1,10.0147,0.0706302
5,8.0426,0.0853949
7,5.04127,0.0834987
7,8.06603,0.016453
8,4.02252,0.123849
9,15.1666,2.93845
10,8.01238,0.11267
5,14.0746,4.27485
9,1.01111,0.0845515
1,3.00441,0.114135
10,13.0201,6.70646
10,2.0031,0.111624
6,2.00719,0.0624341
2,10,0.0592232
10,1.00155,0.0679185
10,4.00619,0.0184416
1,5.00735,0.0733949
8,7.0394,0.0761864
4,7.08787,0.0171559
4,2.02511,0.0477971
9,4.04442,0.124312
7,4.03302,0.0429982
5,9.04793,0.312803
10,7.01084,0.0227579
2,7.00002,0.0204351
10,7.01084,0.0743144
2,12,7.36216
7,11.0908,19.5021
5,8.0426,0.205939
4,15.1883,0.675456
8,14.0788,0.940599
6,9.03238,0.202259
2,1,0.0234665
5,12.0639,0.182969
4,13.1632,0.0381638
4,3.03766,0.0945568
3,6.01203,0.0790779
9,4.04442,0.048782
7,4.03302,0.0639519
8,10.0563,0.091671
9,13.1444,0.397787
5,13.0692,13.6865
4,9.11298,0.0713892
3,6.01203,0.0486416
7,5.04127,0.0600382
6,1.0036,0.0538334
10,0,2.57E-14
9,5.05552,0.0544016
10,9.01393,0.0910156
5,12.0639,10.9108
6,10.036,0.0736738
9,3.03331,0.039833
9,5.05552,0.0416613
3,0,-1
8,11.0619,0.10731
3,7.01404,0.0489016
4,6.07532,0.124266
3,0,5.30E-14
6,13.0468,-1
8,14.0788,19.9019
3,13.0261,11.1745
8,10.0563,0.0452434
9,1.01111,0.0379303
1,5.00735,0.0283351
6,14.0504,16.4839
6,12.0432,0.573177
6,3.01079,0.0866656
5,4.0213,0.015659
10,10.0155,0.0398891
8,5.02814,0.044595
1,1.00147,0.0140328
9,4.04442,0.0565854
10,14.0217,19.9071
6,2.00719,0.0731494
9,0,4.46E-07
10,14.0217,0.0242014
7,4.03302,0.179591
8,4.02252,0.0727989
6,9.03238,0.115154
5,2.01065,0.128918
4,1.01255,0.120669
7,4.03302,0.0414063
8,8.04503,0.0584253
4,13.1632,0.346351
6,11.0396,15.792
7,13.1073,14.9865
3,11.0221,3.00084
10,0,9.09E-14
9,13.1444,1.63903
5,2.01065,0.079424
8,1.00563,0.0261083
6,12.0432,12.8841
6,4.01439,0.0516491
10,3.00464,0.0637956
3,9.01805,0.032993
10,10.0155,0.0488652
9,8.08884,0.109437
2,7.00002,0.0180942
8,12.0675,0.114747
8,2.01126,0.0726339
3,13.0261,-1
8,13.0732,30.8036
1,5.00735,0.0191986
5,6.03195,0.3425
8,1.00563,0.0160561
1,0,-1
6,2.00719,-1
5,6.03195,0.261251
9,12.1333,0.0710254
3,7.01404,0.0640356
7,8.06603,0.0431994
5,8.0426,0.0609235
